id,brier,rps,auc,n,lat,lon,pietra,brier_week1,brier_week2,brier_week3,brier_week4,brier_later,auc_week1,auc_week2,auc_week3,auc_week4,auc_later,model,cv_method
Guna Begemider,0.43742674219823663,0.31627355115653794,0.9423076923076923,13,,,,,,,,,,,,,,unc_clim_raw,raw
Gundwoin town,0.4867041290733729,0.5145718438776549,0.9363905325443787,13,,,,,,,,,,,,,,unc_clim_raw,raw
Guzamn,0.7121460017510677,0.8232299968227224,0.6975,10,,,,,,,,,,,,,,unc_clim_raw,raw
Habro,0.5352873142791541,0.5067149646031145,0.8555555555555555,15,,,,,,,,,,,,,,unc_clim_raw,raw
Habru,0.5173464894556703,0.4009738892306454,0.8660714285714286,14,,,,,,,,,,,,,,unc_clim_raw,raw
Hagere Mariam,0.4117470141514721,0.2310531740123967,0.9166666666666666,12,,,,,,,,,,,,,,unc_clim_raw,raw
Hamusit town,0.5132358320961127,0.5744077931045127,0.915680473372781,13,,,,,,,,,,,,,,unc_clim_raw,raw
Hara town,0.4132662078236884,0.4373727544976582,0.9047619047619048,21,,,,,,,,,,,,,,unc_clim_raw,raw
Harbu town,0.61630342449329,0.4390555152359716,0.8555555555555555,15,,,,,,,,,,,,,,unc_clim_raw,raw
Hawi Gudina,0.5478080134022577,1.5758400166318753,0.7419659735349716,23,,,,,,,,,,,,,,unc_clim_raw,raw
Heban Arsi,0.7784045718650812,0.5444677753589251,0.6080246913580247,9,,,,,,,,,,,,,,unc_clim_raw,raw
Hidabu Abote,0.9058748628686177,0.6957171032529894,0.6759259259259259,9,,,,,,,,,,,,,,unc_clim_raw,raw
Hike town,0.44017074392668853,0.21459479584771632,0.91,15,,,,,,,,,,,,,,unc_clim_raw,raw
Hitosa,0.5165077328860356,0.4887001330908082,0.8922222222222222,15,,,,,,,,,,,,,,unc_clim_raw,raw
Holeta town,0.5771254741795229,0.6927635213147946,0.8136094674556213,13,,,,,,,,,,,,,,unc_clim_raw,raw
Hulet Ej Enese,0.6326949110199127,0.8958443464550244,0.7869822485207101,13,,,,,,,,,,,,,,unc_clim_raw,raw
Ifata,0.6586947505200318,0.6058232022472179,0.74,10,,,,,,,,,,,,,,unc_clim_raw,raw
Illu Galan,0.7576351395799721,0.37362110380445906,0.7152777777777778,6,,,,,,,,,,,,,,unc_clim_raw,raw
Ilu,0.5656322869887838,0.6584455742448291,0.8315972222222222,12,,,,,,,,,,,,,,unc_clim_raw,raw
Inkolo Wabe,0.6594912194818469,1.1305659285229495,0.671875,16,,,,,,,,,,,,,,unc_clim_raw,raw
Jabi Tehnan,0.8758593096538343,1.1971427680084776,0.5875,10,,,,,,,,,,,,,,unc_clim_raw,raw
Jama,0.6931101466332685,0.7277267981527559,0.8121301775147929,13,,,,,,,,,,,,,,unc_clim_raw,raw
Janamora,0.47143017608697657,0.31987189880770056,0.8550295857988166,13,,,,,,,,,,,,,,unc_clim_raw,raw
Jeju,0.3831905526504813,0.4137947442187677,0.953125,16,,,,,,,,,,,,,,unc_clim_raw,raw
Jeldu,0.5469722276651949,0.3946280634877177,0.9074074074074074,9,,,,,,,,,,,,,,unc_clim_raw,raw
Jibat,0.7733535812265827,0.38339020974348337,0.6875,6,,,,,,,,,,,,,,unc_clim_raw,raw
Jida,0.3757435327488773,0.20704236362777742,0.9423076923076923,13,,,,,,,,,,,,,,unc_clim_raw,raw
Jiga town,0.7693871496791613,0.9187382843956856,0.6697530864197531,9,,,,,,,,,,,,,,unc_clim_raw,raw
Kalu,0.5490586341995944,0.3457568900892243,0.8688888888888889,15,,,,,,,,,,,,,,unc_clim_raw,raw
Kelala town,0.7381417922296537,0.7807010470183211,0.8032544378698225,13,,,,,,,,,,,,,,unc_clim_raw,raw
Kelela,0.7126303136901828,0.7391443077843642,0.8047337278106509,13,,,,,,,,,,,,,,unc_clim_raw,raw
Kersana Malima,0.522432960432378,0.582340304205966,0.9171597633136095,13,,,,,,,,,,,,,,unc_clim_raw,raw
Kewet,0.6493185764348611,0.6498598347021438,0.8136094674556213,13,,,,,,,,,,,,,,unc_clim_raw,raw
Kimbibit,0.4013647624428401,0.24096938878793184,0.921875,12,,,,,,,,,,,,,,unc_clim_raw,raw
Kinfaz Begela,0.46888037902661817,0.3181522593043138,0.8550295857988166,13,,,,,,,,,,,,,,unc_clim_raw,raw
Kobo town,0.29780003698516766,0.1618752493789908,0.9681440443213296,19,,,,,,,,,,,,,,unc_clim_raw,raw
Kofele,0.709352314813085,0.5598545460315452,0.6728395061728395,9,,,,,,,,,,,,,,unc_clim_raw,raw
Kofele town,0.9389520618726671,2.800807043445614,0.34262759924385633,23,,,,,,,,,,,,,,unc_clim_raw,raw
Kokosa,0.6961000479720476,0.5961530513913901,0.6790123456790124,9,,,,,,,,,,,,,,unc_clim_raw,raw
Kolla Debba town,0.6454404703031009,0.3800545630386555,0.8240740740740741,9,,,,,,,,,,,,,,unc_clim_raw,raw
Kombolcha town,0.5158012064216847,0.3019496453938016,0.8666666666666667,15,,,,,,,,,,,,,,unc_clim_raw,raw
Kore,0.6601854016364623,0.5082263632808517,0.7654320987654321,9,,,,,,,,,,,,,,unc_clim_raw,raw
Koye,0.8516032905012241,0.5677416802288465,0.6820987654320988,9,,,,,,,,,,,,,,unc_clim_raw,raw
Kura Jida,0.968520233958022,0.7601217827256801,0.6450617283950617,9,,,,,,,,,,,,,,unc_clim_raw,raw
Kutaber,0.4820027051331903,0.3044871690759586,0.8933333333333333,15,,,,,,,,,,,,,,unc_clim_raw,raw
Kuyu,0.6022964424954381,0.3879297508881171,0.8225,10,,,,,,,,,,,,,,unc_clim_raw,raw
Lalibela town,0.3269370933757052,0.3084716297756049,0.9556786703601108,19,,,,,,,,,,,,,,unc_clim_raw,raw
Lasta,0.37516080802206425,0.3994714293380502,0.9286703601108033,19,,,,,,,,,,,,,,unc_clim_raw,raw
Lay Armacho,0.7234184081672486,0.37058692888331984,0.7530864197530864,9,,,,,,,,,,,,,,unc_clim_raw,raw
Lay Gayint,0.4414566020273411,0.26204192072700083,0.878698224852071,13,,,,,,,,,,,,,,unc_clim_raw,raw
Legambo,0.7260392533981066,0.7943332244820117,0.8032544378698225,13,,,,,,,,,,,,,,unc_clim_raw,raw
Legehida,0.7956011708760236,0.907291246047984,0.8032544378698225,13,,,,,,,,,,,,,,unc_clim_raw,raw
Liban Jawi,0.7416937299281499,0.38260882484987946,0.7448979591836735,7,,,,,,,,,,,,,,unc_clim_raw,raw
Liben Chukala,0.39000215760036694,0.20118831555905858,0.9413265306122449,14,,,,,,,,,,,,,,unc_clim_raw,raw
Libokemekem,0.40776825153198043,0.3261844960009936,0.9644970414201184,13,,,,,,,,,,,,,,unc_clim_raw,raw
Limu Bilbilo,0.5424460499303302,0.5456163812580014,0.8506944444444444,12,,,,,,,,,,,,,,unc_clim_raw,raw
Lome (OR),0.467200726913088,0.262396050948157,0.8954081632653061,14,,,,,,,,,,,,,,unc_clim_raw,raw
Lude Hitosa,0.6158676626102084,0.8607300950569667,0.8122222222222222,15,,,,,,,,,,,,,,unc_clim_raw,raw
Lumame town,0.6222029445455003,0.4173335629099035,0.7775,10,,,,,,,,,,,,,,unc_clim_raw,raw
Mana Abichu,0.7720204338563613,0.4659821305571097,0.6327160493827161,9,,,,,,,,,,,,,,unc_clim_raw,raw
Masero Denb /Central Armacho,0.7929411501286086,0.4456455389406643,0.7129629629629629,9,,,,,,,,,,,,,,unc_clim_raw,raw
Mehal Meda town,0.5523556501404951,0.4930300727732568,0.841715976331361,13,,,,,,,,,,,,,,unc_clim_raw,raw
Mehal Sayint,0.5506559933618809,0.45478224445049814,0.841715976331361,13,,,,,,,,,,,,,,unc_clim_raw,raw
Mekan Eyesuse,0.5265398685200877,0.5859813558796423,0.8979289940828402,13,,,,,,,,,,,,,,unc_clim_raw,raw
Mekane Selam town,0.5149330909315216,0.3868510836280531,0.8535502958579881,13,,,,,,,,,,,,,,unc_clim_raw,raw
Mekdela,0.5054105647837532,0.395438544450801,0.8622448979591837,14,,,,,,,,,,,,,,unc_clim_raw,raw
Meket,0.5818246984566308,0.43624104413023984,0.8201530612244898,14,,,,,,,,,,,,,,unc_clim_raw,raw
Melka Nonno,0.7326690204383794,0.4222520763772246,0.5987654320987654,9,,,,,,,,,,,,,,unc_clim_raw,raw
Mena Meketewa,0.43334174785666196,0.26807274481823834,0.9196428571428571,14,,,,,,,,,,,,,,unc_clim_raw,raw
Menze Gera Midir,0.6512705362878738,0.6408226096755553,0.8150887573964497,13,,,,,,,,,,,,,,unc_clim_raw,raw
Menze Keya Gabriel,0.550578977435313,0.46055628398829046,0.8402366863905325,13,,,,,,,,,,,,,,unc_clim_raw,raw
Menze Lalo Midir,0.5236685222108373,0.4287552254555585,0.849112426035503,13,,,,,,,,,,,,,,unc_clim_raw,raw
Menze Mama Midir,0.5615631108494805,0.49883583926203734,0.8402366863905325,13,,,,,,,,,,,,,,unc_clim_raw,raw
Merhabete,0.46898516596621626,0.36208191591413375,0.8816568047337278,13,,,,,,,,,,,,,,unc_clim_raw,raw
Mersa town,0.4132662078236884,0.4373727544976582,0.9047619047619048,21,,,,,,,,,,,,,,unc_clim_raw,raw
Merti,0.47683339942998004,0.28936047011684507,0.9011111111111111,15,,,,,,,,,,,,,,unc_clim_raw,raw
Merto Lemariyam town,0.4221334384695509,0.3072284439026593,0.9452662721893491,13,,,,,,,,,,,,,,unc_clim_raw,raw
Mesela /Shen Duggoo,0.47064995198557463,0.46532032752553376,0.8828125,16,,,,,,,,,,,,,,unc_clim_raw,raw
Meta Robi,0.6119442755308675,0.49975067333606393,0.78,10,,,,,,,,,,,,,,unc_clim_raw,raw
Meta Walkite,0.576655811490791,0.4165959188792611,0.8148148148148148,9,,,,,,,,,,,,,,unc_clim_raw,raw
Metehara town,0.5734330710398737,0.3741358760129537,0.8388888888888889,15,,,,,,,,,,,,,,unc_clim_raw,raw
Michakel,0.7759402971095951,0.879693003514914,0.61,10,,,,,,,,,,,,,,unc_clim_raw,raw
Mida Kegn,0.7847834387187622,0.3951180688139529,0.6805555555555556,6,,,,,,,,,,,,,,unc_clim_raw,raw
Mida Woremo,1.5878589865746635,1.69789186892599,0.5555555555555556,9,,,,,,,,,,,,,,unc_clim_raw,raw
Mieso,0.6397747050323785,0.4764969226920163,0.8066666666666666,15,,,,,,,,,,,,,,unc_clim_raw,raw
Minjar Shenkora,0.44271253279415695,0.23349487373529643,0.9111111111111111,15,,,,,,,,,,,,,,unc_clim_raw,raw
Mojan Wedera,0.5690374406142023,0.49070407534407445,0.8387573964497042,13,,,,,,,,,,,,,,unc_clim_raw,raw
Mojo town,0.38087825343299053,0.21633450128267695,0.9413265306122449,14,,,,,,,,,,,,,,unc_clim_raw,raw
Molale town,0.6248497185288973,0.6034145403555705,0.8224852071005917,13,,,,,,,,,,,,,,unc_clim_raw,raw
Moretna Jiru,0.46065247772373275,0.3129675457221283,0.886094674556213,13,,,,,,,,,,,,,,unc_clim_raw,raw
Mota town,0.5797669054400015,0.7413842515946905,0.8387573964497042,13,,,,,,,,,,,,,,unc_clim_raw,raw
Mulo,0.649617015107331,0.38352329089278914,0.7932098765432098,9,,,,,,,,,,,,,,unc_clim_raw,raw
Munessa,0.7018718109432504,0.6002863600436025,0.6604938271604939,9,,,,,,,,,,,,,,unc_clim_raw,raw
Nefas Mewicha town,0.46136208852231364,0.25554348134221977,0.8839285714285714,14,,,,,,,,,,,,,,unc_clim_raw,raw
Nenesebo,1.0991897563260857,3.312333134778118,0.18620037807183365,23,,,,,,,,,,,,,,unc_clim_raw,raw
Nono,0.7371367540320144,0.9824207751298673,0.6983471074380165,11,,,,,,,,,,,,,,unc_clim_raw,raw
Quarit,0.6844093594382994,0.6214435040838365,0.7129629629629629,9,,,,,,,,,,,,,,unc_clim_raw,raw
Raya Kobo,0.29226214259872013,0.2355518950148165,0.9574829931972789,21,,,,,,,,,,,,,,unc_clim_raw,raw
Robe,0.48421508517854706,0.6697725473820402,0.9013671875,16,,,,,,,,,,,,,,unc_clim_raw,raw
Robe town,0.44394062983247334,0.8085216439399225,0.9137396694214877,22,,,,,,,,,,,,,,unc_clim_raw,raw
Sahila,0.3458831441367038,0.1996335787714171,0.951171875,16,,,,,,,,,,,,,,unc_clim_raw,raw
Sayint,0.570584453860011,0.48736642968481875,0.834319526627219,13,,,,,,,,,,,,,,unc_clim_raw,raw
Sebeta,0.7365969153939229,0.4263899625735015,0.5895061728395061,9,,,,,,,,,,,,,,unc_clim_raw,raw
Sebeta Hawas,0.8045654977341159,0.49606180094456903,0.6265432098765432,9,,,,,,,,,,,,,,unc_clim_raw,raw
Sedae,0.42039870193319395,0.3010367832225183,0.9452662721893491,13,,,,,,,,,,,,,,unc_clim_raw,raw
Sede Muja,0.46568916008073824,0.29754086684044345,0.8624260355029586,13,,,,,,,,,,,,,,unc_clim_raw,raw
Seden Sodo,0.9166663608398761,0.6548771857578368,0.6530612244897959,7,,,,,,,,,,,,,,unc_clim_raw,raw
Sekela,0.7719539653588906,0.9480325603040772,0.6820987654320988,9,,,,,,,,,,,,,,unc_clim_raw,raw
Sekota,0.3765390995467647,0.28345881412749707,0.9222222222222223,15,,,,,,,,,,,,,,unc_clim_raw,raw
Sekota town,0.3883320365959231,0.32812860817866746,0.9133333333333333,15,,,,,,,,,,,,,,unc_clim_raw,raw
Semada,0.41225598365379146,0.25364306888207744,0.9349112426035503,13,,,,,,,,,,,,,,unc_clim_raw,raw
Senan,0.6870562529800589,0.5664462469608709,0.6851851851851852,9,,,,,,,,,,,,,,unc_clim_raw,raw
Sendafa town,0.28487843730567736,0.12565288969718322,0.9955621301775148,13,,,,,,,,,,,,,,unc_clim_raw,raw
Shala,0.8296275066559903,0.6858140461389338,0.5524691358024691,9,,,,,,,,,,,,,,unc_clim_raw,raw
Shanan Kolu,0.5290061814166225,0.9355457560803022,0.904296875,16,,,,,,,,,,,,,,unc_clim_raw,raw
Shashemene,0.7548884800296334,0.5794201707612279,0.6388888888888888,9,,,,,,,,,,,,,,unc_clim_raw,raw
Shashemene town,0.7215988015843551,0.595779746030068,0.6882716049382716,9,,,,,,,,,,,,,,unc_clim_raw,raw
Shawra town,1.0670861998145345,0.796200870916018,0.5,9,,,,,,,,,,,,,,unc_clim_raw,raw
Shebel Bernta,0.5224904260370402,0.5997351843742422,0.9142011834319527,13,,,,,,,,,,,,,,unc_clim_raw,raw
Shendi town,0.9933721269683548,1.5473785961831104,0.5278925619834711,11,,,,,,,,,,,,,,unc_clim_raw,raw
Sheno town,0.38974030089535655,0.20418606091418615,0.9288194444444444,12,,,,,,,,,,,,,,unc_clim_raw,raw
Shirka,0.5057038865968972,0.7768518605272542,0.90625,16,,,,,,,,,,,,,,unc_clim_raw,raw
Shoa Robit,0.6682890110939463,0.700904149268086,0.8121301775147929,13,,,,,,,,,,,,,,unc_clim_raw,raw
Sinana,0.3633263923066368,0.525435702822432,0.9276859504132231,22,,,,,,,,,,,,,,unc_clim_raw,raw
Siraro,1.0005669259586667,3.0692923084606742,0.30434782608695654,23,,,,,,,,,,,,,,unc_clim_raw,raw
Sire,0.3805774655134293,0.40822937714763863,0.9365234375,16,,,,,,,,,,,,,,unc_clim_raw,raw
Siya Debirna Wayu,0.6583216353266731,0.5541107374255122,0.8252551020408163,14,,,,,,,,,,,,,,unc_clim_raw,raw
Sodo Daci,0.4475128817465758,0.28860110152473156,0.923469387755102,14,,,,,,,,,,,,,,unc_clim_raw,raw
Sude,0.5357679886222638,0.38634657584844895,0.8066666666666666,15,,,,,,,,,,,,,,unc_clim_raw,raw
Sululta,0.7579411854814992,0.4699844501661608,0.75,9,,,,,,,,,,,,,,unc_clim_raw,raw
Sululta (OR),0.8726721344673503,0.6516576961386151,0.6728395061728395,9,,,,,,,,,,,,,,unc_clim_raw,raw
Tach Armacho,0.8387268186254349,0.4753942413173171,0.6018518518518519,9,,,,,,,,,,,,,,unc_clim_raw,raw
Tach Gayint,0.5468227486000231,0.3612368598990297,0.8558673469387755,14,,,,,,,,,,,,,,unc_clim_raw,raw
Takusa,0.8934307159712129,0.5277642592632,0.558641975308642,9,,,,,,,,,,,,,,unc_clim_raw,raw
Tarema Ber,0.6403879235760249,0.6267743239999487,0.8210059171597633,13,,,,,,,,,,,,,,unc_clim_raw,raw
Tegede,0.7554629898107101,0.4281376802200317,0.7530864197530864,9,,,,,,,,,,,,,,unc_clim_raw,raw
Telemt,0.3682423262032869,0.17919832291285076,0.9748520710059172,13,,,,,,,,,,,,,,unc_clim_raw,raw
Tena,0.45869844963409356,0.6508986721523697,0.935546875,16,,,,,,,,,,,,,,unc_clim_raw,raw
Tenta,0.49382809218690027,0.3400898764290303,0.8866666666666667,15,,,,,,,,,,,,,,unc_clim_raw,raw
Thehulederie,0.4594219634092909,0.2333889391756198,0.9033333333333333,15,,,,,,,,,,,,,,unc_clim_raw,raw
Tikur Enchini,0.7133228102252425,0.35921681422673507,0.7704081632653061,7,,,,,,,,,,,,,,unc_clim_raw,raw
Tiyo,0.7720921464209686,0.5251922353102315,0.49074074074074076,9,,,,,,,,,,,,,,unc_clim_raw,raw
Toke Kutaye,0.7061963571878285,0.5389338288857402,0.6975308641975309,9,,,,,,,,,,,,,,unc_clim_raw,raw
Tole,1.0100666381002004,0.7336538536419771,0.40816326530612246,7,,,,,,,,,,,,,,unc_clim_raw,raw
Tsagbeji,0.30635021585985045,0.24814897430277352,0.95875,20,,,,,,,,,,,,,,unc_clim_raw,raw
Tulefa town,0.38974030089535655,0.20418606091418615,0.9288194444444444,12,,,,,,,,,,,,,,unc_clim_raw,raw
Wadla,0.3767943893585067,0.3724804785306289,0.9286703601108033,19,,,,,,,,,,,,,,unc_clim_raw,raw
Waliso,0.6998316569435516,0.3712820820088693,0.8214285714285714,7,,,,,,,,,,,,,,unc_clim_raw,raw
Wara Jarso,0.8750941387326313,0.48320993018697095,0.6141975308641975,9,,,,,,,,,,,,,,unc_clim_raw,raw
Wegde,0.5007635473194417,0.37232875753510714,0.8579881656804734,13,,,,,,,,,,,,,,unc_clim_raw,raw
Wegeda town,0.39479504967827145,0.26290790955647747,0.9630177514792899,13,,,,,,,,,,,,,,unc_clim_raw,raw
Wegedi town,0.705071292020755,0.7035712883077785,0.8150887573964497,13,,,,,,,,,,,,,,unc_clim_raw,raw
Wegel tena town,0.25200844615719675,0.14834817966198657,0.9826989619377162,17,,,,,,,,,,,,,,unc_clim_raw,raw
Wegera,0.5306912261072569,0.5907666578320361,0.8920118343195266,13,,,,,,,,,,,,,,unc_clim_raw,raw
Welmera,0.6572030557200336,0.3567360651857714,0.7993827160493827,9,,,,,,,,,,,,,,unc_clim_raw,raw
Wemberma,0.8722376559574435,1.1930187785781379,0.6260330578512396,11,,,,,,,,,,,,,,unc_clim_raw,raw
Wenchi,0.7159099928869149,0.3886507369953401,0.8571428571428571,7,,,,,,,,,,,,,,unc_clim_raw,raw
Were Ilu,0.6347616177211558,0.6089793875969528,0.8048469387755102,14,,,,,,,,,,,,,,unc_clim_raw,raw
Wereilu town,0.6791875154960454,0.6540024199970148,0.7959183673469388,14,,,,,,,,,,,,,,unc_clim_raw,raw
West Belesa,0.45020557905596104,0.3381370673399059,0.9393491124260355,13,,,,,,,,,,,,,,unc_clim_raw,raw
West Dembiya,0.5272198775114323,0.2987282966617866,0.9104938271604939,9,,,,,,,,,,,,,,unc_clim_raw,raw
Woldiya town,0.44575469958779673,0.4765676607221368,0.895124716553288,21,,,,,,,,,,,,,,unc_clim_raw,raw
Woliso town,0.6901771465540136,0.361858628458776,0.8214285714285714,7,,,,,,,,,,,,,,unc_clim_raw,raw
Wondo,0.9389520618726671,2.800807043445614,0.34262759924385633,23,,,,,,,,,,,,,,unc_clim_raw,raw
Worebabu,0.47041292311813526,0.5314097985743139,0.8718820861678005,21,,,,,,,,,,,,,,unc_clim_raw,raw
Woreta town,0.47028145426995555,0.4697822807128833,0.9260355029585798,13,,,,,,,,,,,,,,unc_clim_raw,raw
Wuchale,0.4348044777403466,0.24826268244280245,0.9023668639053254,13,,,,,,,,,,,,,,unc_clim_raw,raw
Yaya Gulele,0.3797371313086485,0.21355474618998477,0.9674556213017751,13,,,,,,,,,,,,,,unc_clim_raw,raw
Zequala,0.4699875528832359,0.4651098975897146,0.9022222222222223,15,,,,,,,,,,,,,,unc_clim_raw,raw
Ziway Dugda,0.6212219903164897,1.1571457428381415,0.6942520775623269,19,,,,,,,,,,,,,,unc_clim_raw,raw
ALL,0.562342483897141,0.5742979766450379,0.8214238834189126,4246,,,0.4536033914272256,0.09192363822579365,0.11118010697139001,0.12210744036221931,0.102575552797326,0.13455574554041191,0.8563380958906415,0.7614787906704075,0.7056242707742371,0.6646618279569892,0.8872591296098977,unc_clim_raw,raw
Abergele (AM),0.33557197250022014,0.3083112215944926,0.9437716262975778,17,,,,,,,,,,,,,,clim_raw,raw
Abichugna Gne'a,0.5171731262480097,0.41222936040160296,0.8535502958579881,13,,,,,,,,,,,,,,clim_raw,raw
Abuna Ginde Beret,0.7501591204281527,0.463130729302127,0.6419753086419753,9,,,,,,,,,,,,,,clim_raw,raw
Ada'a,0.43923906555352765,0.2759860809448505,0.9247448979591837,14,,,,,,,,,,,,,,clim_raw,raw
Adaba,0.6116731110002565,0.6490671383039612,0.8076923076923077,13,,,,,,,,,,,,,,clim_raw,raw
Adama,0.4608231027466152,0.3971254677845349,0.8724489795918368,14,,,,,,,,,,,,,,clim_raw,raw
Adama Tulu Jido Kombolcha,0.6576446185645791,0.6503375369678203,0.7997448979591837,14,,,,,,,,,,,,,,clim_raw,raw
Adama town,0.453932677425942,0.29873640947789293,0.9166666666666666,15,,,,,,,,,,,,,,clim_raw,raw
Adda Berga,0.6337725493325609,0.49731490040601767,0.7901234567901234,9,,,,,,,,,,,,,,clim_raw,raw
Addi Arekay,0.4676484730624836,0.2452511615076997,0.9525,10,,,,,,,,,,,,,,clim_raw,raw
Adiss Zemen town,0.3790943839840611,0.22941023824857001,0.977810650887574,13,,,,,,,,,,,,,,clim_raw,raw
Agarfa,0.46108031250952625,0.40453342642350065,0.92578125,16,,,,,,,,,,,,,,clim_raw,raw
Akaki,1.0209399942440616,1.028815999623041,0.5679012345679012,9,,,,,,,,,,,,,,clim_raw,raw
Akeseta town,0.7832038353541344,0.8804551483291251,0.8032544378698225,13,,,,,,,,,,,,,,clim_raw,raw
Albuko,0.6575669186983779,0.6492656396370917,0.7831632653061225,14,,,,,,,,,,,,,,clim_raw,raw
Alefa,1.021163959938682,0.912800181400644,0.5246913580246914,9,,,,,,,,,,,,,,clim_raw,raw
Aleltu,0.3189080024165784,0.15573514902978317,0.9947916666666666,12,,,,,,,,,,,,,,clim_raw,raw
Aleme Ketma town,0.4486006140164799,0.3613298820788495,0.8875739644970414,13,,,,,,,,,,,,,,clim_raw,raw
Amanuel town,0.6887865702708514,0.5424561659896835,0.7425,10,,,,,,,,,,,,,,clim_raw,raw
Amba Giorgis town,0.43805694819604446,0.33299755537907927,0.9704142011834319,13,,,,,,,,,,,,,,clim_raw,raw
Ambasel,0.38795618039777247,0.2393717314375974,0.9311111111111111,15,,,,,,,,,,,,,,clim_raw,raw
Ambo Zuria,0.6586904739558058,0.4503497135920587,0.7901234567901234,9,,,,,,,,,,,,,,clim_raw,raw
Ambo town,0.6989747455426453,0.5125352176633045,0.7314814814814815,9,,,,,,,,,,,,,,clim_raw,raw
Ameya,0.6697617895170347,0.6198226335883519,0.7706611570247934,11,,,,,,,,,,,,,,clim_raw,raw
Amigna,0.4774520046653885,0.47043132986289815,0.9097222222222222,18,,,,,,,,,,,,,,clim_raw,raw
Andabet /West Esite,0.4308724348056015,0.29885773422179673,0.9659763313609467,13,,,,,,,,,,,,,,clim_raw,raw
Aneded,0.68266696610625,0.5472730075329111,0.77,10,,,,,,,,,,,,,,clim_raw,raw
Angolelana Tera,0.5192067601019439,0.434073023927425,0.8372781065088757,13,,,,,,,,,,,,,,clim_raw,raw
Angot,0.3394046523855837,0.2607262058756843,0.9570637119113573,19,,,,,,,,,,,,,,clim_raw,raw
Ankober,0.5084444692531412,0.36329480311201084,0.8801020408163265,14,,,,,,,,,,,,,,clim_raw,raw
Antsokiya,0.7192293420824514,0.787435340904293,0.7665816326530612,14,,,,,,,,,,,,,,clim_raw,raw
Arerti town,0.4753398303297578,0.3216897514241116,0.9055555555555556,15,,,,,,,,,,,,,,clim_raw,raw
Argoba,0.8892951888953872,1.0389677499412324,0.7755102040816326,14,,,,,,,,,,,,,,clim_raw,raw
Arsi Negele,1.137357077631683,1.0951515055513008,0.5555555555555556,9,,,,,,,,,,,,,,clim_raw,raw
Arsi Negele town,0.9338692972536242,0.9444857227453051,0.6666666666666666,9,,,,,,,,,,,,,,clim_raw,raw
Aseko,0.6482677910860059,0.9617626188202114,0.7051039697542533,23,,,,,,,,,,,,,,clim_raw,raw
Asela town,0.5779002433518523,0.49898141766728815,0.8488888888888889,15,,,,,,,,,,,,,,clim_raw,raw
Assagirt,0.4510287289110661,0.3361064680545831,0.8903061224489796,14,,,,,,,,,,,,,,clim_raw,raw
Ataye town,0.5231280765163523,0.4337489438827971,0.8855555555555555,15,,,,,,,,,,,,,,clim_raw,raw
Awabel,0.6981624949244327,0.5771591347514282,0.74,10,,,,,,,,,,,,,,clim_raw,raw
Aykel town,0.6031426103160462,0.47339678670699925,0.8364197530864198,9,,,,,,,,,,,,,,clim_raw,raw
Bako Tibe,0.6284787878761764,0.4818945917141187,0.953125,4,,,,,,,,,,,,,,clim_raw,raw
Baso Liben,0.5922727911893175,0.42357044994077453,0.8675,10,,,,,,,,,,,,,,clim_raw,raw
Basona Worena,0.5838082663529439,0.5613282225308562,0.8239644970414202,13,,,,,,,,,,,,,,clim_raw,raw
Batu town,0.3797700211502865,0.3790385127268643,0.9397506925207756,19,,,,,,,,,,,,,,clim_raw,raw
Bechena town,0.4503915255056946,0.3375887112601551,0.9304733727810651,13,,,,,,,,,,,,,,clim_raw,raw
Becho (SW Shewa),0.9574060753627652,0.8608909404157723,0.5204081632653061,7,,,,,,,,,,,,,,clim_raw,raw
Bedesa town,1.175845421334436,1.318206894411094,0.6296296296296297,9,,,,,,,,,,,,,,clim_raw,raw
Bele Gesgar,0.5667254666994811,0.5381345235942183,0.8916015625,16,,,,,,,,,,,,,,clim_raw,raw
Bereh,0.92720939230933,0.7980523370146462,0.6512345679012346,9,,,,,,,,,,,,,,clim_raw,raw
Berehet,0.5209741790163874,0.400476606830703,0.8666666666666667,15,,,,,,,,,,,,,,clim_raw,raw
Beyeda,0.6305182142023837,0.6908884429966177,0.8062130177514792,13,,,,,,,,,,,,,,clim_raw,raw
Bibugn,0.6337674851191216,0.5461255553033925,0.8223140495867769,11,,,,,,,,,,,,,,clim_raw,raw
Bishoftu town,0.9490111160915509,0.9175017071183889,0.6327160493827161,9,,,,,,,,,,,,,,clim_raw,raw
Bokoji town,0.6224545425471052,0.5664960990625204,0.8072916666666666,12,,,,,,,,,,,,,,clim_raw,raw
Bora (OR),0.46560151875752503,0.33564233503698426,0.8839285714285714,14,,,,,,,,,,,,,,clim_raw,raw
Borena /Debresina,0.5354242085584342,0.47522241093194323,0.8269230769230769,13,,,,,,,,,,,,,,clim_raw,raw
Boset,0.4867728633103791,0.3377126624339688,0.8922222222222222,15,,,,,,,,,,,,,,clim_raw,raw
Bugna,0.6614891563703625,0.6937781524716881,0.7729591836734694,14,,,,,,,,,,,,,,clim_raw,raw
Burayu,0.879591593970835,0.7790320505943771,0.6234567901234568,9,,,,,,,,,,,,,,clim_raw,raw
Bure (AM),0.8146591414126905,0.8366684386820971,0.61,10,,,,,,,,,,,,,,clim_raw,raw
Bure town,1.0174567404692105,1.225007191852993,0.5578512396694215,11,,,,,,,,,,,,,,clim_raw,raw
