id,brier,rps,auc,n,lat,lon,pietra,brier_week1,brier_week2,brier_week3,brier_week4,brier_later,auc_week1,auc_week2,auc_week3,auc_week4,auc_later,model,cv_method
Boset,0.39125333333333323,0.20938666666666667,0.9305555555555556,15,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Bugna,0.8523428571428571,1.082857142857143,0.7238520408163265,14,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Burayu,1.2284444444444444,1.2638222222222222,0.5679012345679012,9,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Bure (AM),0.5558400000000001,0.24192000000000005,0.87125,10,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Bure town,0.4759272727272727,0.2197818181818182,0.9132231404958677,11,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Burqua Dhintu,0.0,0.0,1.0,23,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Chancho town,1.2284444444444444,1.2638222222222222,0.5679012345679012,9,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Cheliya,1.5445333333333335,1.6226666666666667,0.1875,6,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Chilga 1,0.6876444444444444,0.5658666666666667,0.8256172839506173,9,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Chilga 2,0.6876444444444444,0.5658666666666667,0.8256172839506173,9,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Chiro Zuria,0.88512,0.9341866666666668,0.8305555555555556,15,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Chiro town,1.547022222222222,1.8801777777777775,0.5061728395061729,9,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Chole,0.5898,0.5791,0.85693359375,16,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Cobi,1.5696,1.716,0.1875,6,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Dabat,0.8565333333333334,0.6503111111111112,0.7654320987654321,9,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Dabat town,0.8565333333333334,0.6503111111111112,0.7654320987654321,9,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Dano,1.5445333333333335,1.6226666666666667,0.1875,6,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Dawo,1.8738285714285714,2.3421714285714286,0.26785714285714285,7,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Dawunt,0.7094857142857142,0.7485714285714286,0.7621173469387755,14,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Debark,1.0019555555555555,0.8282666666666666,0.7052469135802469,9,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Debark town,0.6876444444444444,0.5658666666666667,0.8256172839506173,9,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Debay Telatgen,0.23852307692307695,0.12603076923076922,0.9689349112426036,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Debre Berhan town,0.41230769230769226,0.3083076923076922,0.9127218934911243,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Debre Elias,0.5558400000000001,0.24192000000000005,0.87125,10,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Debre Libanos,0.41230769230769226,0.3083076923076922,0.9127218934911243,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Debre Markos town,0.4198400000000001,0.19392,0.9275,10,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Debre Sina town,0.41230769230769226,0.3083076923076922,0.9127218934911243,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Debre Tabor town,0.7953230769230768,0.9401846153846153,0.7736686390532544,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Debrework town,0.41230769230769226,0.3083076923076922,0.9127218934911243,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Dega Damot,0.4732444444444445,0.27662222222222227,0.9012345679012346,9,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Degeluna Tijo,1.3887999999999998,1.6455111111111111,0.6419753086419753,9,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Degem,1.2284444444444444,1.2638222222222222,0.5679012345679012,9,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Degolo town,0.41230769230769226,0.3083076923076922,0.9127218934911243,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Dehana,0.8523428571428571,1.082857142857143,0.7238520408163265,14,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Dejen,0.41230769230769226,0.3083076923076922,0.9127218934911243,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Dejen town,0.41230769230769226,0.3083076923076922,0.9127218934911243,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Delanta,0.2922105263157895,0.16075789473684213,0.9525623268698061,19,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Dembecha,0.5558400000000001,0.24192000000000005,0.87125,10,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Denbecha town,0.5558400000000001,0.24192000000000005,0.87125,10,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Dendi,0.96864,0.8390400000000001,0.65125,10,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Dera (AM),0.32516923076923077,0.18781538461538466,0.9504437869822485,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Dera (OR),0.41230769230769226,0.3083076923076922,0.9127218934911243,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Dera town,0.8530285714285714,1.053257142857143,0.7410714285714286,14,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Dessie Zuria,0.48182857142857155,0.35725714285714283,0.8781887755102041,14,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Dessie town,0.46592,0.2609066666666667,0.8955555555555555,15,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Diksis,0.9134933333333333,0.94784,0.6855555555555556,15,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Dinsho,0.5478736842105264,0.6227368421052631,0.8864265927977839,19,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Doba,1.0510933333333332,1.1895466666666665,0.6988888888888889,15,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Dodola,1.3887999999999998,1.6455111111111111,0.6419753086419753,9,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Dodola town,0.4678736842105263,0.47957894736842105,0.9155124653739612,19,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Dodota,0.571,0.5599999999999999,0.84521484375,16,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Dugda,0.5418105263157894,0.6586947368421052,0.8933518005540166,19,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
East Belesa,0.8044307692307692,0.962830769230769,0.7781065088757396,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
East Dembia,0.8565333333333334,0.6503111111111112,0.7654320987654321,9,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
East Esite,0.7485538461538462,0.8605538461538462,0.8195266272189349,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Ebenat,0.8063999999999999,0.9694769230769231,0.7781065088757396,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Ebenat town,0.8152615384615383,0.9824,0.7751479289940828,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Eferatana Gidem,0.4370285714285714,0.32937142857142854,0.9049744897959183,14,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Ejere /Addis Alem,1.0399999999999998,1.0544,0.5675,10,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Ejersa Lafo,1.016,0.8864000000000001,0.59375,10,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Eka Tafo,1.2284444444444444,1.2638222222222222,0.5679012345679012,9,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Enarj Enawga,0.39803076923076924,0.2919384615384616,0.9149408284023669,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Enebse Sarmder,0.41230769230769226,0.3083076923076922,0.9127218934911243,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Enemay,0.41230769230769226,0.3083076923076922,0.9127218934911243,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Enewari town,0.41230769230769226,0.3083076923076922,0.9127218934911243,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Ensaro,0.41230769230769226,0.3083076923076922,0.9127218934911243,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Farta,0.6203076923076923,0.6283076923076922,0.8572485207100592,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Fentale,0.39125333333333323,0.20938666666666667,0.9305555555555556,15,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Fiche town,0.41230769230769226,0.3083076923076922,0.9127218934911243,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Filakit town,0.2922105263157895,0.16075789473684213,0.9525623268698061,19,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Finote Selam town,0.5558400000000001,0.24192000000000005,0.87125,10,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Fogera,0.32418461538461535,0.18523076923076925,0.9504437869822485,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Furi,1.2284444444444444,1.2638222222222222,0.5679012345679012,9,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Galan,1.2284444444444444,1.2638222222222222,0.5679012345679012,9,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Galan Gudo,1.2284444444444444,1.2638222222222222,0.5679012345679012,9,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Garba Guracha,0.41230769230769226,0.3083076923076922,0.9127218934911243,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Gasera,0.6998,0.7315999999999999,0.82177734375,16,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Gashena town,0.3612952380952381,0.2660571428571428,0.9365079365079365,21,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Gaz Gibla,0.2922105263157895,0.16075789473684213,0.9525623268698061,19,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Gazo,0.32195555555555555,0.18435555555555558,0.9290123456790124,18,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Gedeb Asasa,0.8974769230769231,1.1833846153846155,0.8054733727810651,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Gefersa Guje,1.2284444444444444,1.2638222222222222,0.5679012345679012,9,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Gerar Jarso,0.41230769230769226,0.3083076923076922,0.9127218934911243,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Gidan,0.2922105263157895,0.16075789473684213,0.9525623268698061,19,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Gimbichu,0.4370285714285714,0.32937142857142854,0.9049744897959183,14,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Gimeba town,0.48274285714285714,0.32651428571428565,0.8813775510204082,14,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Ginde Beret,1.5445333333333335,1.6226666666666667,0.1875,6,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Ginir,0.005008695652173913,0.007165217391304348,1.0,23,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Gishe Rabel,0.4370285714285714,0.32937142857142854,0.9049744897959183,14,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Goba (OR),0.04939130434782609,0.08013913043478263,1.0,23,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Goba Koricha,0.39125333333333323,0.20938666666666667,0.9305555555555556,15,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Goba town,0.4141090909090909,0.46181818181818185,0.9054752066115702,22,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Golocha,0.5943999999999999,0.5831,0.84423828125,16,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Gololcha Bale,0.023373913043478255,0.04020869565217391,1.0,23,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Goncha Siso Enebse,0.41230769230769226,0.3083076923076922,0.9127218934911243,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Gondar town,0.8565333333333334,0.6503111111111112,0.7654320987654321,9,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Gonder Zuria,0.8565333333333334,0.6503111111111112,0.7654320987654321,9,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Goro (Bale),0.04939130434782609,0.08013913043478263,1.0,23,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Goro (SW Shewa),0.44639999999999996,0.19920000000000002,0.9149305555555556,12,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Guba Lafto,0.3574857142857143,0.2336761904761905,0.9410430839002267,21,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Gumbi Bordede,0.39125333333333323,0.20938666666666667,0.9305555555555556,15,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Guna,0.4084,0.3142,0.89697265625,16,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Guna Begemider,0.8152615384615383,0.9824,0.7751479289940828,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Gundwoin town,0.41230769230769226,0.3083076923076922,0.9127218934911243,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Guzamn,0.4198400000000001,0.19392,0.9275,10,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Habro,0.39125333333333323,0.20938666666666667,0.9305555555555556,15,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Habru,0.7152,0.7000000000000001,0.7570153061224489,14,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Hagere Mariam,0.38586666666666664,0.2764,0.9227430555555556,12,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Hamusit town,0.32516923076923077,0.18781538461538466,0.9504437869822485,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Hara town,0.3574857142857143,0.2336761904761905,0.9410430839002267,21,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Harbu town,0.40725333333333325,0.19072000000000003,0.9166666666666666,15,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Hawi Gudina,0.007095652173913044,0.010991304347826088,1.0,23,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Heban Arsi,1.3887999999999998,1.6455111111111111,0.6419753086419753,9,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Hidabu Abote,1.2284444444444444,1.2638222222222222,0.5679012345679012,9,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Hike town,0.6596266666666666,0.5497599999999999,0.8161111111111111,15,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Hitosa,0.9134933333333333,0.94784,0.6855555555555556,15,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Holeta town,0.41230769230769226,0.3083076923076922,0.9127218934911243,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Hulet Ej Enese,0.432,0.30646153846153845,0.9119822485207101,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Ifata,0.64,0.31167999999999996,0.8475,10,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Illu Galan,1.5445333333333335,1.6226666666666667,0.1875,6,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Ilu,0.38586666666666664,0.2764,0.9227430555555556,12,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Inkolo Wabe,0.6998,0.7315999999999999,0.82177734375,16,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Jabi Tehnan,0.5558400000000001,0.24192000000000005,0.87125,10,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Jama,0.41230769230769226,0.3083076923076922,0.9127218934911243,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Janamora,0.8152615384615383,0.9824,0.7751479289940828,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Jeju,0.377,0.2792,0.88232421875,16,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Jeldu,1.0108444444444444,1.1418666666666666,0.6296296296296297,9,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Jibat,1.5445333333333335,1.6226666666666667,0.1875,6,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Jida,0.41230769230769226,0.3083076923076922,0.9127218934911243,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Jiga town,0.4732444444444445,0.27662222222222227,0.9012345679012346,9,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Kalu,0.46272,0.2330666666666667,0.8977777777777778,15,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Kelala town,0.41230769230769226,0.3083076923076922,0.9127218934911243,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Kelela,0.41230769230769226,0.3083076923076922,0.9127218934911243,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Kersana Malima,0.4120615384615384,0.31015384615384617,0.9119822485207101,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Kewet,0.41230769230769226,0.3083076923076922,0.9127218934911243,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Kimbibit,0.38586666666666664,0.2764,0.9227430555555556,12,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Kinfaz Begela,0.6604307692307692,0.7132307692307692,0.8224852071005917,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Kobo town,0.2922105263157895,0.16075789473684213,0.9525623268698061,19,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Kofele,1.3887999999999998,1.6455111111111111,0.6419753086419753,9,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Kofele town,0.04939130434782609,0.08013913043478263,1.0,23,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Kokosa,1.3887999999999998,1.6455111111111111,0.6419753086419753,9,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Kolla Debba town,0.8565333333333334,0.6503111111111112,0.7654320987654321,9,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Kombolcha town,0.4110933333333333,0.1914666666666667,0.9144444444444444,15,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Kore,1.3887999999999998,1.6455111111111111,0.6419753086419753,9,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Koye,1.2284444444444444,1.2638222222222222,0.5679012345679012,9,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Kura Jida,1.2284444444444444,1.2638222222222222,0.5679012345679012,9,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Kutaber,0.66432,0.5956266666666666,0.8077777777777778,15,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Kuyu,1.0399999999999998,1.0544,0.5675,10,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Lalibela town,0.2922105263157895,0.16075789473684213,0.9525623268698061,19,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Lasta,0.2922105263157895,0.16075789473684213,0.9525623268698061,19,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Lay Armacho,0.9987555555555555,0.8191999999999999,0.7253086419753086,9,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Lay Gayint,0.8152615384615383,0.9824,0.7751479289940828,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Legambo,0.41230769230769226,0.3083076923076922,0.9127218934911243,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Legehida,0.41230769230769226,0.3083076923076922,0.9127218934911243,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Liban Jawi,1.530514285714286,1.558857142857143,0.16071428571428573,7,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Liben Chukala,0.45417142857142856,0.27508571428571427,0.9068877551020408,14,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Libokemekem,0.32516923076923077,0.18781538461538466,0.9504437869822485,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Limu Bilbilo,0.828,0.9977333333333332,0.8559027777777778,12,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Lome (OR),0.45417142857142856,0.27508571428571427,0.9068877551020408,14,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Lude Hitosa,0.9134933333333333,0.94784,0.6855555555555556,15,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Lumame town,0.4198400000000001,0.19392,0.9275,10,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Mana Abichu,1.2284444444444444,1.2638222222222222,0.5679012345679012,9,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Masero Denb /Central Armacho,0.9987555555555555,0.8191999999999999,0.7253086419753086,9,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Mehal Meda town,0.41230769230769226,0.3083076923076922,0.9127218934911243,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Mehal Sayint,0.41230769230769226,0.3083076923076922,0.9127218934911243,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Mekan Eyesuse,0.8152615384615383,0.9824,0.7751479289940828,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Mekane Selam town,0.41230769230769226,0.3083076923076922,0.9127218934911243,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Mekdela,0.6496000000000001,0.6609142857142857,0.8125,14,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Meket,0.8466285714285713,1.0171428571428571,0.7276785714285714,14,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Melka Nonno,1.2284444444444444,1.2638222222222222,0.5679012345679012,9,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Mena Meketewa,0.8523428571428571,1.082857142857143,0.7238520408163265,14,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Menze Gera Midir,0.41230769230769226,0.3083076923076922,0.9127218934911243,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Menze Keya Gabriel,0.41230769230769226,0.3083076923076922,0.9127218934911243,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Menze Lalo Midir,0.41230769230769226,0.3083076923076922,0.9127218934911243,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Menze Mama Midir,0.41230769230769226,0.3083076923076922,0.9127218934911243,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Merhabete,0.41230769230769226,0.3083076923076922,0.9127218934911243,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Mersa town,0.3574857142857143,0.2336761904761905,0.9410430839002267,21,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Merti,0.4068266666666666,0.2180266666666667,0.9233333333333333,15,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Merto Lemariyam town,0.41230769230769226,0.3083076923076922,0.9127218934911243,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Mesela /Shen Duggoo,0.8566,0.9665999999999999,0.71533203125,16,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Meta Robi,1.0399999999999998,1.0544,0.5675,10,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Meta Walkite,1.024,1.1616,0.6234567901234568,9,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Metehara town,0.39125333333333323,0.20938666666666667,0.9305555555555556,15,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Michakel,0.5558400000000001,0.24192000000000005,0.87125,10,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Mida Kegn,1.5445333333333335,1.6226666666666667,0.1875,6,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Mida Woremo,1.4506666666666665,1.3749333333333333,0.4675925925925926,9,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Mieso,0.49514666666666673,0.3067733333333333,0.8872222222222222,15,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Minjar Shenkora,0.39125333333333323,0.20938666666666667,0.9305555555555556,15,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Mojan Wedera,0.41230769230769226,0.3083076923076922,0.9127218934911243,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Mojo town,0.4084571428571428,0.2465142857142857,0.9158163265306123,14,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Molale town,0.41230769230769226,0.3083076923076922,0.9127218934911243,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Moretna Jiru,0.41230769230769226,0.3083076923076922,0.9127218934911243,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Mota town,0.6183384615384615,0.4907076923076924,0.8572485207100592,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Mulo,1.2284444444444444,1.2638222222222222,0.5679012345679012,9,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Munessa,1.3887999999999998,1.6455111111111111,0.6419753086419753,9,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Nefas Mewicha town,0.8466285714285713,1.0171428571428571,0.7276785714285714,14,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Nenesebo,0.112,0.09926956521739132,0.9643194706994329,23,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Nono,0.483490909090909,0.22734545454545457,0.9121900826446281,11,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Quarit,0.4732444444444445,0.27662222222222227,0.9012345679012346,9,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Raya Kobo,0.37653333333333333,0.29462857142857146,0.91921768707483,21,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Robe,0.7147999999999999,0.7940999999999999,0.78125,16,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Robe town,0.4141090909090909,0.46181818181818185,0.9054752066115702,22,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Sahila,0.40680000000000005,0.2531,0.90966796875,16,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Sayint,0.44307692307692303,0.40160000000000007,0.9127218934911243,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Sebeta,1.2284444444444444,1.2638222222222222,0.5679012345679012,9,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Sebeta Hawas,1.2284444444444444,1.2638222222222222,0.5679012345679012,9,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Sedae,0.41230769230769226,0.3083076923076922,0.9127218934911243,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Sede Muja,0.8152615384615383,0.9824,0.7751479289940828,13,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Seden Sodo,1.8930285714285713,2.3536,0.26785714285714285,7,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
Sekela,0.4732444444444445,0.27662222222222227,0.9012345679012346,9,,,,,,,,,,,,,,ngcm_clim_mok_date_raw,raw
